y,y-1,y-2,y+1,y+2,d1,d2,d,target
4.5,4.5,4.5,4.51979870629336,4.539589650955481,0.0,0.9897412738870237,0.49487063694351185,3.6199680025599026
4.51979870629336,4.5,4.5,4.539589650955481,4.559365075397898,0.49496765733398895,0.9891592276134675,0.7420634424737282,3.6798920194383338
4.539589650955481,4.51979870629336,4.5,4.559365075397898,4.57911722711649,0.9897412738870237,0.9881894040252304,0.988965338956127,3.739744081907518
4.559365075397898,4.539589650955481,4.51979870629336,4.57911722711649,4.59883836273068,0.9891592276134675,0.9868321833195415,0.9879957054665045,3.7995002499404844
4.57911722711649,4.559365075397898,4.539589650955481,4.59883836273068,4.6185207510190445,0.9881894040252304,0.9850880975638576,0.986638750794544,3.859136621866758
4.59883836273068,4.57911722711649,4.559365075397898,4.6185207510190445,4.638156675950167,0.9868321833195415,0.9829578304871855,0.9848950069033635,3.9186293439327096
4.6185207510190445,4.59883836273068,4.57911722711649,4.638156675950167,4.657738439707531,0.9850880975638576,0.980442217212163,0.9827651573880103,3.977954619842738
4.638156675950167,4.6185207510190445,4.59883836273068,4.657738439707531,4.677258365707271,0.9829578304871855,0.9775422439275872,0.9802500372073863,4.037088720277472
4.657738439707531,4.638156675950167,4.6185207510190445,4.677258365707271,4.696708801607604,0.980442217212163,0.9742590475018353,0.9773506323569991,4.096007992385184
4.677258365707271,4.657738439707531,4.638156675950167,4.696708801607604,4.71608212230876,0.9775422439275872,0.9705939150372211,0.9740680794824041,4.154688869242608
4.696708801607604,4.677258365707271,4.657738439707531,4.71608212230876,4.735370732942216,0.9742590475018353,0.9665482833652872,0.9704036654335613,4.213107879281404
4.71608212230876,4.696708801607604,4.677258365707271,4.735370732942216,4.754567071848107,0.9705939150372211,0.9621237384836778,0.9663588267604495,4.271241655676466
4.735370732942216,4.71608212230876,4.696708801607604,4.754567071848107,4.773663613539589,0.9665482833652872,0.9573220149343253,0.9619351491498063,4.329066945692341
4.754567071848107,4.735370732942216,4.71608212230876,4.773663613539589,4.7926528716530425,0.9621237384836778,0.952144995123394,0.9571343668035359,4.386560619984019
4.773663613539589,4.754567071848107,4.735370732942216,4.7926528716530425,4.811527401882927,0.9573220149343253,0.9465947085834481,0.9519583617588867,4.443699681848353
4.7926528716530425,4.773663613539589,4.754567071848107,4.811527401882927,4.83027980490015,0.952144995123394,0.9406733311776883,0.9464091631505411,4.500461276422444
4.811527401882927,4.7926528716530425,4.773663613539589,4.83027980490015,4.848902729252812,0.9465947085834481,0.9343831842471229,0.9404889464152855,4.55682269982527
4.83027980490015,4.811527401882927,4.7926528716530425,4.848902729252812,4.867388874248167,0.9406733311776883,0.9277267337004291,0.9342000324390587,4.612761408238948
4.848902729252812,4.83027980490015,4.811527401882927,4.867388874248167,4.885730992814697,0.9343831842471229,0.9207065890471267,0.9275448866471248,4.6682550269259515
4.867388874248167,4.848902729252812,4.83027980490015,4.885730992814697,4.903921894343162,0.9277267337004291,0.9133255023748621,0.9205261180376456,4.72328135917871
4.885730992814697,4.867388874248167,4.848902729252812,4.903921894343162,4.92195444750551,0.9207065890471267,0.905586367270339,0.9131464781587328,4.777818395197999
4.903921894343162,4.885730992814697,4.867388874248167,4.92195444750551,4.939821583050558,0.9133255023748621,0.8974922176849143,0.9054088600298882,4.831844320896559
4.92195444750551,4.903921894343162,4.885730992814697,4.939821583050558,4.957516296575325,0.905586367270339,0.8890462267453714,0.8973162970078552,4.885337526624449
4.939821583050558,4.92195444750551,4.903921894343162,4.957516296575325,4.9750316512709505,0.8974922176849143,0.8802517055098047,0.8888719615973595,4.938276615812609
4.957516296575325,4.939821583050558,4.92195444750551,4.9750316512709505,4.992360780642112,0.8890462267453714,0.8711121016696799,0.8800791642075256,4.99064041353121
4.9750316512709505,4.957516296575325,4.939821583050558,4.992360780642112,5.0094968911988795,0.8802517055098047,0.8616309981982262,0.8709413518540154,5.04240797495934
4.992360780642112,4.9750316512709505,4.957516296575325,5.0094968911988795,5.026433265119945,0.8711121016696799,0.8518121119458044,0.8614621068077422,5.09355859376265
5.0094968911988795,4.992360780642112,4.9750316512709505,5.026433265119945,5.0431632628861935,0.8616309981982262,0.8416592921828503,0.8516451451905382,5.144071810375621
5.026433265119945,5.0094968911988795,4.992360780642112,5.0431632628861935,5.059680325883575,0.8518121119458044,0.8311765190907705,0.8414943155182875,5.193927420185107
5.0431632628861935,5.026433265119945,5.0094968911988795,5.059680325883575,5.075977978974261,0.8416592921828503,0.8203679022016797,0.831013597192265,5.243105481611915
5.059680325883575,5.0431632628861935,5.026433265119945,5.075977978974261,5.092049833035067,0.8311765190907705,0.809237678787289,0.8202070989390298,5.291586324087176
5.075977978974261,5.059680325883575,5.0431632628861935,5.092049833035067,5.107889587462174,0.8203679022016797,0.7977902121978353,0.8090790571997575,5.339350555920301
5.092049833035067,5.075977978974261,5.059680325883575,5.107889587462174,5.1234910326411285,0.809237678787289,0.7860299901515377,0.7976338344694134,5.386379072055406
5.107889587462174,5.092049833035067,5.075977978974261,5.1234910326411285,5.138848052381182,0.7977902121978353,0.7739616229752055,0.7858759175865204,5.432653061713074
5.1234910326411285,5.107889587462174,5.092049833035067,5.138848052381182,5.153954626313005,0.7860299901515377,0.7615898417969058,0.7738099159742218,5.478154015914419
5.138848052381182,5.1234910326411285,5.107889587462174,5.153954626313005,5.168804832248835,0.7739616229752055,0.7489194966913137,0.7614405598332596,5.522863734884435
5.153954626313005,5.138848052381182,5.1234910326411285,5.168804832248835,5.183392848504134,0.7615898417969058,0.7359555547782337,0.7487726982875698,5.566764335331654
5.168804832248835,5.153954626313005,5.138848052381182,5.183392848504134,5.197712956179851,0.7489194966913137,0.7227030982754012,0.7358112974833575,5.609838257601231
5.183392848504134,5.168804832248835,5.153954626313005,5.197712956179851,5.211759541404381,0.7359555547782337,0.7091673225061657,0.7225614386421997,5.6520682726985685
5.197712956179851,5.183392848504134,5.168804832248835,5.211759541404381,5.225527097534358,0.7227030982754012,0.6953535338626748,0.709028316069038,5.693437489180688
5.211759541404381,5.197712956179851,5.183392848504134,5.225527097534358,5.239010227313408,0.7091673225061657,0.6812671477256727,0.6952172351159192,5.733929359912578
5.225527097534358,5.211759541404381,5.197712956179851,5.239010227313408,5.252203644988023,0.6953535338626748,0.6669136863416192,0.681133610102147,5.773527688685831
5.239010227313408,5.225527097534358,5.211759541404381,5.252203644988023,5.265102178379714,0.6812671477256727,0.6522987766576671,0.6667829621916699,5.812216636696908
5.252203644988023,5.239010227313408,5.225527097534358,5.265102178379714,5.277700770912654,0.6669136863416192,0.6374281481157817,0.6521709172287005,5.84998072888245
5.265102178379714,5.252203644988023,5.239010227313408,5.277700770912654,5.289994483595986,0.6522987766576671,0.622307630406782,0.6373032035322246,5.886804860109098
5.277700770912654,5.265102178379714,5.252203644988023,5.289994483595986,5.301978496960043,0.6374281481157817,0.6069431511847245,0.6221856496502531,5.922674301215343
5.289994483595986,5.277700770912654,5.265102178379714,5.301978496960043,5.313648112945716,0.622307630406782,0.5913407337432508,0.6068241820750164,5.957574704902995
5.301978496960043,5.289994483595986,5.277700770912654,5.313648112945716,5.324998756746214,0.6069431511847245,0.5755064946542765,0.5912248229195005,5.991492111475911
5.313648112945716,5.301978496960043,5.289994483595986,5.324998756746214,5.336025978600521,0.5913407337432508,0.5594466413701316,0.5753936875566912,6.024412954423689
5.324998756746214,5.313648112945716,5.301978496960043,5.336025978600521,5.346725455537813,0.5755064946542765,0.5431674697899735,0.559336982222125,6.056324065848089
5.336025978600521,5.324998756746214,5.313648112945716,5.346725455537813,5.357092993072189,0.5594466413701316,0.5266753617916953,0.5430610015809134,6.087212681730016
5.346725455537813,5.336025978600521,5.324998756746214,5.357092993072189,5.367124526847018,0.5431674697899735,0.509976782730126,0.5265721262600498,6.117066447034959
5.357092993072189,5.346725455537813,5.336025978600521,5.367124526847018,5.376816124228283,0.5266753617916953,0.493078278902348,0.5098768203470216,6.145873420654842
5.367124526847018,5.357092993072189,5.346725455537813,5.376816124228283,5.386163985846273,0.509976782730126,0.47598647498137137,0.4929816288557487,6.173622080184306
5.376816124228283,5.367124526847018,5.357092993072189,5.386163985846273,5.395164447085044,0.493078278902348,0.4587080714190339,0.47589317516069096,6.200301326529515
5.386163985846273,5.376816124228283,5.367124526847018,5.395164447085044,5.4038139795190485,0.47598647498137137,0.4412498418193911,0.4586181584003812,6.22590048834765
5.395164447085044,5.386163985846273,5.376816124228283,5.4038139795190485,5.412109192296373,0.4587080714190339,0.4236186302832179,0.4411633508511259,6.2504093263153
5.4038139795190485,5.395164447085044,5.386163985846273,5.412109192296373,5.420046833468042,0.4412498418193911,0.4058213487248441,0.4235355952721176,6.273818037224061
5.412109192296373,5.4038139795190485,5.395164447085044,5.420046833468042,5.427623791262876,0.4236186302832179,0.38786497416258836,0.4057418022229031,6.296117257901679
5.420046833468042,5.412109192296373,5.4038139795190485,5.427623791262876,5.434837095307384,0.4058213487248441,0.3697565459835461,0.3877889473541951,6.317298068957203
5.427623791262876,5.420046833468042,5.412109192296373,5.434837095307384,5.441683917790235,0.38786497416258836,0.3515031631839749,0.36968406867328163,6.337351998348617
5.434837095307384,5.427623791262876,5.420046833468042,5.441683917790235,5.448161574570836,0.3697565459835461,0.3331119815862982,0.35143426378492215,6.356271024771547
5.441683917790235,5.434837095307384,5.427623791262876,5.448161574570836,5.454267526231586,0.3515031631839749,0.3145902110337717,0.3330466871088733,6.374047580867675
5.448161574570836,5.441683917790235,5.434837095307384,5.454267526231586,5.4599993790734,0.3331119815862982,0.29594511256409994,0.31452854707519906,6.390674556251579
5.454267526231586,5.448161574570836,5.441683917790235,5.4599993790734,5.465354886054103,0.3145902110337717,0.27718399556291295,0.29588710329834234,6.406145300354796
5.4599993790734,5.454267526231586,5.448161574570836,5.465354886054103,5.4703319476693295,0.29594511256409994,0.25831421489823647,0.2771296637311682,6.420453625085958
5.465354886054103,5.4599993790734,5.454267526231586,5.4703319476693295,5.474928612775589,0.27718399556291295,0.23934316803715383,0.2582635818000334,6.433593807305948
5.4703319476693295,5.465354886054103,5.4599993790734,5.474928612775589,5.4791430793551665,0.25831421489823647,0.22027829214592565,0.23929625352208106,6.445560591117079
5.474928612775589,5.4703319476693295,5.465354886054103,5.4791430793551665,5.4829736952225625,0.23934316803715383,0.2011270611743443,0.22023511460574907,6.456349189965381
5.4791430793551665,5.474928612775589,5.4703319476693295,5.4829736952225625,5.486418958672194,0.22027829214592565,0.1818969829256778,0.20108763753580172,6.465955288555159
5.4829736952225625,5.4791430793551665,5.474928612775589,5.486418958672194,5.489477519067103,0.2011270611743443,0.16259559611351282,0.18186132864392857,6.474375044575059
5.486418958672194,5.4829736952225625,5.4791430793551665,5.489477519067103,5.492148177368447,0.1818969829256778,0.14323046740634116,0.16256372516600948,6.481605090234934
5.489477519067103,5.486418958672194,5.4829736952225625,5.492148177368447,5.494429886605552,0.16259559611351282,0.12380918846122135,0.1432023922873671,6.48764253361292
5.492148177368447,5.489477519067103,5.486418958672194,5.494429886605552,5.49632175228635,0.14323046740634116,0.10433937294755946,0.12378492017695031,6.492484959812163
5.494429886605552,5.492148177368447,5.489477519067103,5.49632175228635,5.49782303274805,0.12380918846122135,0.08482865356245206,0.10431892101183671,6.496130431926749
5.49632175228635,5.494429886605552,5.492148177368447,5.49782303274805,5.49893313944789,0.10433937294755946,0.06528467903850199,0.08481202599303073,6.498577491816437
5.49782303274805,5.49632175228635,5.494429886605552,5.49893313944789,5.499651637193855,0.08482865356245206,0.04571511114512816,0.06527188235379011,6.499825160689899
5.49893313944789,5.49782303274805,5.49632175228635,5.499651637193855,5.499978244315293,0.06528467903850199,0.026127621685079205,0.0457061503617906,6.49987293949622
5.499651637193855,5.49893313944789,5.49782303274805,5.499978244315293,5.49991283277333,0.04571511114512816,0.006529889486883711,0.026122500316005937,6.498720809124515
5.499978244315293,5.499651637193855,5.49893313944789,5.49991283277333,5.4994554282110695,0.026127621685079205,0.013070402605586118,0.006528609539746544,6.496369230411572
5.49991283277333,5.499978244315293,5.499651637193855,5.4994554282110695,5.498606209943539,0.006529889486883711,0.03266557074479426,0.013067840628955274,6.4928191439575205
5.4994554282110695,5.49991283277333,5.499978244315293,5.498606209943539,5.497365510887389,0.013070402605586118,0.05224793309202003,0.03265916784880307,6.48807196974961
5.498606209943539,5.4994554282110695,5.49991283277333,5.497365510887389,5.495733817430388,0.03266557074479426,0.07180981282877141,0.052237691786782836,6.482129606594228
5.497365510887389,5.498606209943539,5.4994554282110695,5.495733817430388,5.493711769240742,0.05224793309202003,0.09134354116617782,0.07179573712909892,6.4749944313574055
5.495733817430388,5.497365510887389,5.498606209943539,5.493711769240742,5.491300159016323,0.07180981282877141,0.11084146035162945,0.09132563659020043,6.4666692980141045
5.493711769240742,5.495733817430388,5.497365510887389,5.491300159016323,5.488499932173917,0.09134354116617782,0.1302959266706205,0.11081973391839917,6.45715753650666
