y,y-1,y-2,target,d
4.5,4.5,4.5,3.6199680025599026,0.0
4.51979870629336,4.5,4.5,3.6798920194383338,0.49496765733398895
4.539589650955481,4.51979870629336,4.5,3.739744081907518,0.9897412738870237
4.559365075397898,4.539589650955481,4.51979870629336,3.7995002499404844,0.9891592276134675
4.57911722711649,4.559365075397898,4.539589650955481,3.859136621866758,0.9881894040252304
4.59883836273068,4.57911722711649,4.559365075397898,3.9186293439327096,0.9868321833195415
4.6185207510190445,4.59883836273068,4.57911722711649,3.977954619842738,0.9850880975638576
4.638156675950167,4.6185207510190445,4.59883836273068,4.037088720277472,0.9829578304871855
4.657738439707531,4.638156675950167,4.6185207510190445,4.096007992385184,0.980442217212163
4.677258365707271,4.657738439707531,4.638156675950167,4.154688869242608,0.9775422439275872
4.696708801607604,4.677258365707271,4.657738439707531,4.213107879281404,0.9742590475018353
4.71608212230876,4.696708801607604,4.677258365707271,4.271241655676466,0.9705939150372211
4.735370732942216,4.71608212230876,4.696708801607604,4.329066945692341,0.9665482833652872
4.754567071848107,4.735370732942216,4.71608212230876,4.386560619984019,0.9621237384836778
4.773663613539589,4.754567071848107,4.735370732942216,4.443699681848353,0.9573220149343253
4.7926528716530425,4.773663613539589,4.754567071848107,4.500461276422444,0.952144995123394
4.811527401882927,4.7926528716530425,4.773663613539589,4.55682269982527,0.9465947085834481
4.83027980490015,4.811527401882927,4.7926528716530425,4.612761408238948,0.9406733311776883
4.848902729252812,4.83027980490015,4.811527401882927,4.6682550269259515,0.9343831842471229
4.867388874248167,4.848902729252812,4.83027980490015,4.72328135917871,0.9277267337004291
4.885730992814697,4.867388874248167,4.848902729252812,4.777818395197999,0.9207065890471267
4.903921894343162,4.885730992814697,4.867388874248167,4.831844320896559,0.9133255023748621
4.92195444750551,4.903921894343162,4.885730992814697,4.885337526624449,0.905586367270339
4.939821583050558,4.92195444750551,4.903921894343162,4.938276615812609,0.8974922176849143
4.957516296575325,4.939821583050558,4.92195444750551,4.99064041353121,0.8890462267453714
